"Num_Acc","num_veh","id_usa","date","ville","id_code_insee","latitude","longitude","descr_cat_veh","descr_agglo","descr_athmo","descr_lum","descr_etat_surf","description_intersection","an_nais","age","place","descr_dispo_secu","descr_grav","descr_motif_traj","descr_type_col"
200900026731,"A01",803086,"2009-10-05 12:10:00","PARIS 15","75115",48.8412,2.3002,"VL seul","En agglomération","Pluie forte","Plein jour","Mouillée","Intersection en X","1964","59","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Blessé léger","Utilisation professionnelle","Autre collision"
200900026733,"A01",803089,"2009-10-05 14:25:00","PARIS 16","75116",48.86,2.262,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Pluie légère","Plein jour","Mouillée","Hors intersection","1989","34","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Utilisation professionnelle","Autre collision"
200900026739,"A01",803102,"2009-10-05 18:50:00","PARIS 04","75104",48.8566,2.3522,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1971","52","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Autre collision"
200900026756,"A01",803135,"2009-10-01 11:02:00","PARIS 17","75117",48.8872,2.3075,"Scooter > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1964","59","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Autre collision"
200900026769,"A01",803156,"2009-10-01 17:55:00","PARIS 16","75116",48.86,2.262,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1967","56","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Autre collision"
200900026772,"A01",803163,"2009-10-01 18:10:00","PARIS 05","75105",48.8448,2.3551,"Bicyclette","En agglomération","Normale","Plein jour","Normale","Intersection en T","1979","44","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Domicile – travail","Autre collision"
200900026776,"B01",803177,"2009-10-01 18:52:00","PARIS 01","75101",48.8626,2.3364,"Scooter < 50 cm3","En agglomération","Normale","Crépuscule ou aube","Normale","Intersection en T","1960","63","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Autre collision"
200900026778,"A01",803180,"2009-10-01 19:30:00","PARIS 16","75116",48.86,2.262,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection à plus de 4 branches","1961","62","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Autre collision"
200900026779,"B01",803182,"2009-10-01 19:30:00","PARIS 12","75112",48.8352,2.4458,"Motocyclette > 125 cm3","En agglomération","Normale","Crépuscule ou aube","Normale","Hors intersection","1949","74","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Utilisation professionnelle","Autre collision"
200900026781,"A01",803186,"2009-10-01 20:44:00","PARIS 18","75118",48.8925,2.3444,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection à plus de 4 branches","1980","43","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Domicile – travail","Autre collision"
200900026782,"A01",803187,"2009-10-01 20:45:00","PARIS 15","75115",48.8412,2.3002,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en X","1960","63","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Autre collision"
200900026784,"A01",803190,"2009-10-03 02:53:00","PARIS 12","75112",48.8352,2.4458,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1984","39","5","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Autre collision"
200900026784,"A01",803191,"2009-10-03 02:53:00","PARIS 12","75112",48.8352,2.4458,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1986","37","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Autre collision"
200900026798,"A01",803224,"2009-10-03 16:50:00","PARIS 04","75104",48.8566,2.3522,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en T","1961","62","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Autre collision"
200900026805,"A01",803241,"2009-10-03 21:00:00","PARIS 06","75106",48.8493,2.3324,"Bicyclette","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1990","33","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Autre collision"
200900026808,"A01",803247,"2009-10-03 21:50:00","PARIS 14","75114",48.8296,2.3267,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1980","43","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Utilisation professionnelle","Autre collision"
200900026810,"A01",803250,"2009-10-06 02:50:00","PARIS 19","75119",48.8817,2.3834,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1985","38","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Autre collision"
200900026846,"A01",803308,"2009-10-07 02:15:00","PARIS 07","75107",48.8567,2.3208,"Scooter < 50 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection à plus de 4 branches","1990","33","2","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Autre collision"
200900026859,"A01",803338,"2009-10-07 13:20:00","PARIS 06","75106",48.8493,2.3324,"Autobus","En agglomération","Normale","Plein jour","Normale","Intersection en Y","1926","97","7","Présence d'une ceinture de sécurité - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Autre collision"
200900026859,"A01",803339,"2009-10-07 13:20:00","PARIS 06","75106",48.8493,2.3324,"Autobus","En agglomération","Normale","Plein jour","Normale","Intersection en Y","1940","83","7","Présence d'une ceinture de sécurité - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Autre collision"
200900026871,"A01",803363,"2009-10-07 19:45:00","PARIS 15","75115",48.8412,2.3002,"Motocyclette > 125 cm3","En agglomération","Temps couvert","Nuit avec éclairage public allumé","Normale","Intersection en X","1976","47","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Utilisation professionnelle","Autre collision"
200900026872,"A01",803365,"2009-10-07 20:30:00","PARIS 17","75117",48.8872,2.3075,"VL seul","En agglomération","Vent fort – tempête","Nuit avec éclairage public allumé","Mouillée","Hors intersection","1980","43","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Domicile – travail","Autre collision"
200900026895,"A01",803411,"2009-10-09 09:25:00","PARIS 01","75101",48.8626,2.3364,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Temps couvert","Plein jour","Normale","Hors intersection","1972","51","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Autre collision"
200900026898,"A01",803416,"2009-10-09 13:00:00","PARIS 15","75115",48.8412,2.3002,"Motocyclette > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1972","51","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Autre collision"
200900026902,"A01",803424,"2009-10-09 14:25:00","PARIS 18","75118",48.8925,2.3444,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1977","46","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Autre collision"
200900026933,"A01",803489,"2009-10-11 08:25:00","PARIS 16","75116",48.86,2.262,"Voiturette (Quadricycle à moteur carrossé) (anciennement ""voiturette ou tricycle à moteur"")","En agglomération","Normale","Plein jour","Normale","Hors intersection","1991","32","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Autre collision"
200900026941,"A01",803502,"2009-10-11 22:50:00","PARIS 12","75112",48.8352,2.4458,"VL seul","En agglomération","Pluie forte","Nuit avec éclairage public allumé","Mouillée","Intersection en X","1976","47","4","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Autre collision"
200900026941,"A01",803503,"2009-10-11 22:50:00","PARIS 12","75112",48.8352,2.4458,"VL seul","En agglomération","Pluie forte","Nuit avec éclairage public allumé","Mouillée","Intersection en X","1976","47","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Blessé léger","Domicile – travail","Autre collision"
200900026946,"B01",803512,"2009-10-10 02:10:00","PARIS 16","75116",48.86,2.262,"VL seul","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Hors intersection","1979","44","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Autre collision"
200900026946,"B01",803513,"2009-10-10 02:10:00","PARIS 16","75116",48.86,2.262,"VL seul","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Hors intersection","1957","66","2","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Autre collision"
200900026973,"B01",803571,"2009-10-10 23:45:00","PARIS 19","75119",48.8817,2.3834,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1984","39","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Autre collision"
200900026986,"B01",803599,"2009-10-12 12:55:00","PARIS 01","75101",48.8626,2.3364,"Motocyclette > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1984","39","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Autre collision"
200900026993,"A01",803612,"2009-10-12 16:20:00","PARIS 16","75116",48.86,2.262,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1964","59","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Autre collision"
200900027000,"A01",803628,"2009-10-12 18:50:00","PARIS 11","75111",48.8584,2.3795,"Motocyclette > 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1979","44","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Autre collision"
200900027001,"A01",803631,"2009-10-13 17:50:00","PARIS 06","75106",48.8493,2.3324,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1984","39","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Autre collision"
200900027002,"B01",803633,"2009-10-13 01:30:00","PARIS 13","75113",48.8283,2.3627,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1985","38","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Autre collision"
200900027003,"A01",803634,"2009-10-13 08:45:00","PARIS 13","75113",48.8283,2.3627,"Motocyclette > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1988","35","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Autre collision"
200900027005,"A01",803638,"2009-10-13 08:50:00","PARIS 16","75116",48.86,2.262,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1986","37","1","Utilisation d'un casque ","Blessé léger","Domicile – école","Autre collision"
200900027006,"A01",803639,"2009-10-13 09:20:00","PARIS 13","75113",48.8283,2.3627,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1981","42","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Autre collision"
200900027013,"A01",803650,"2009-10-13 10:20:00","PARIS 14","75114",48.8296,2.3267,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1979","44","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Autre collision"
200900027015,"A01",803653,"2009-10-13 11:40:00","PARIS 16","75116",48.86,2.262,"Scooter < 50 cm3","En agglomération","Temps éblouissant","Plein jour","Normale","Hors intersection","1948","75","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Autre collision"
200900027017,"A01",803658,"2009-10-13 12:10:00","PARIS 11","75111",48.8584,2.3795,"Scooter > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1973","50","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Autre collision"
200900027018,"A01",803660,"2009-10-13 12:50:00","PARIS 12","75112",48.8352,2.4458,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1987","36","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Autre collision"
200900027024,"A01",803671,"2009-10-13 17:00:00","PARIS 16","75116",48.86,2.262,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1990","33","1","Utilisation d'un casque ","Blessé léger","Domicile – école","Autre collision"
200900027044,"A01",803712,"2009-10-14 12:25:00","PARIS 07","75107",48.8567,2.3208,"Scooter > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1972","51","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Autre collision"
200900027060,"A01",803742,"2009-10-14 21:25:00","PARIS 15","75115",48.8412,2.3002,"Bicyclette","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1982","41","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Autre collision"
200900027062,"A01",803744,"2009-10-14 23:35:00","PARIS 08","75108",48.8722,2.3124,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1976","47","2","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Autre collision"
200900027062,"A01",803745,"2009-10-14 23:35:00","PARIS 08","75108",48.8722,2.3124,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","2006","17","5","Utilisation d'un dispositif enfant","Blessé léger","Promenade – loisirs","Autre collision"
200900027062,"A01",803746,"2009-10-14 23:35:00","PARIS 08","75108",48.8722,2.3124,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1977","46","5","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Autre collision"
200900027062,"A01",803747,"2009-10-14 23:35:00","PARIS 08","75108",48.8722,2.3124,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1969","54","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Autre collision"
200900027081,"A01",803785,"2009-10-15 13:35:00","PARIS 09","75109",48.876,2.3375,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1967","56","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Utilisation professionnelle","Autre collision"
200900027090,"A01",803801,"2009-10-15 16:10:00","PARIS 10","75110",48.8761,2.3602,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en T","1967","56","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Autre collision"
200900027098,"B01",803815,"2009-10-15 23:33:00","PARIS 19","75119",48.8817,2.3834,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1983","40","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Autre collision"
200900027131,"A01",803887,"2009-10-16 09:20:00","PARIS 10","75110",48.8761,2.3602,"Scooter > 125 cm3","En agglomération","Temps couvert","Plein jour","Normale","Intersection en X","1974","49","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Autre collision"
200900027142,"A01",803910,"2009-10-16 14:15:00","PARIS 04","75104",48.8566,2.3522,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Temps couvert","Plein jour","Normale","Intersection en T","1983","40","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Autre collision"
200900027160,"A01",803951,"2009-10-17 02:00:00","PARIS 16","75116",48.86,2.262,"Scooter < 50 cm3","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Hors intersection","1983","40","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Autre collision"
200900027167,"A01",803967,"2009-10-17 07:55:00","PARIS 13","75113",48.8283,2.3627,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1986","37","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Autre collision"
200900027173,"A01",803979,"2009-10-17 13:40:00","PARIS 16","75116",48.86,2.262,"Scooter < 50 cm3","En agglomération","Pluie légère","Plein jour","Mouillée","Intersection à plus de 4 branches","1977","46","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Autre collision"
200900027179,"A01",803990,"2009-10-17 16:00:00","PARIS 07","75107",48.8567,2.3208,"VL seul","En agglomération","Temps couvert","Plein jour","Mouillée","Hors intersection","1989","34","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Autre collision"
200900027190,"A01",804018,"2009-10-17 21:05:00","PARIS 20","75120",48.8632,2.4001,"Scooter < 50 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection à plus de 4 branches","1987","36","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Autre collision"
200900027190,"A01",804019,"2009-10-17 21:05:00","PARIS 20","75120",48.8632,2.4001,"Scooter < 50 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection à plus de 4 branches","1953","70","2","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Autre collision"
200900027192,"A01",804022,"2009-10-17 22:10:00","PARIS 15","75115",48.8412,2.3002,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1983","40","2","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Autre collision"
200900027199,"A01",804036,"2009-10-20 09:50:00","PARIS 11","75111",48.8584,2.3795,"Cyclomoteur <50cm3","En agglomération","Normale","Plein jour","Normale","Intersection en Y","1991","32","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Autre collision"
200900027200,"B01",804038,"2009-10-20 10:10:00","PARIS 16","75116",48.86,2.262,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1986","37","1","Utilisation d'un casque ","Blessé léger","Domicile – école","Autre collision"
200900027220,"A01",804076,"2009-10-19 08:40:00","PARIS 14","75114",48.8296,2.3267,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1952","71","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Utilisation professionnelle","Autre collision"
200900027243,"A01",804120,"2009-10-19 21:10:00","PARIS 11","75111",48.8584,2.3795,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en X","1968","55","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Autre collision"
200900027278,"A01",804182,"2009-10-21 11:40:00","PARIS 13","75113",48.8283,2.3627,"Motocyclette > 125 cm3","En agglomération","Pluie légère","Plein jour","Mouillée","Hors intersection","1979","44","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Autre collision"
200900027283,"B01",804192,"2009-10-21 13:10:00","PARIS 12","75112",48.8352,2.4458,"VL seul","En agglomération","Pluie légère","Plein jour","Mouillée","Hors intersection","1988","35","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Autre","Autre collision"
200900027297,"A01",804216,"2009-10-21 18:50:00","PARIS 09","75109",48.876,2.3375,"Scooter > 125 cm3","En agglomération","Pluie légère","Crépuscule ou aube","Mouillée","Intersection en T","1973","50","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Autre collision"
200900027299,"A01",804221,"2009-10-21 20:30:00","PARIS 17","75117",48.8872,2.3075,"Scooter < 50 cm3","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Intersection en Y","1988","35","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Autre","Autre collision"
200900027304,"A01",804231,"2009-10-23 01:10:00","PARIS 10","75110",48.8761,2.3602,"VL seul","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Hors intersection","1976","47","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Autre collision"
200900027304,"A01",804232,"2009-10-23 01:10:00","PARIS 10","75110",48.8761,2.3602,"VL seul","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Hors intersection","1961","62","2","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Autre collision"
200900027304,"A01",804233,"2009-10-23 01:10:00","PARIS 10","75110",48.8761,2.3602,"VL seul","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Hors intersection","1979","44","3","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Autre collision"
200900027318,"A01",804257,"2009-10-23 15:30:00","PARIS 01","75101",48.8626,2.3364,"Scooter > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1961","62","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Autre collision"
200900027319,"A01",804258,"2009-10-23 15:50:00","PARIS 20","75120",48.8632,2.4001,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1981","42","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Autre collision"
200900027326,"A01",804270,"2009-10-23 20:30:00","PARIS 18","75118",48.8925,2.3444,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en X","1968","55","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Autre collision"
200900027349,"A01",804310,"2009-10-24 14:30:00","PARIS 18","75118",48.8925,2.3444,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Pluie légère","Plein jour","Mouillée","Hors intersection","1984","39","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Autre collision"
200900027349,"A01",804311,"2009-10-24 14:30:00","PARIS 18","75118",48.8925,2.3444,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Pluie légère","Plein jour","Mouillée","Hors intersection","1976","47","2","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Autre collision"
200900027365,"A01",804343,"2009-10-25 07:15:00","PARIS 17","75117",48.8872,2.3075,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection à plus de 4 branches","1986","37","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Autre collision"
200900027378,"A01",804379,"2009-10-27 07:55:00","PARIS 18","75118",48.8925,2.3444,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1978","45","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Autre collision"
200900027386,"A01",804396,"2009-10-27 14:45:00","PARIS 17","75117",48.8872,2.3075,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1954","69","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Autre collision"
200900027393,"A01",804409,"2009-10-27 18:00:00","PARIS 16","75116",48.86,2.262,"Motocyclette > 125 cm3","En agglomération","Normale","Crépuscule ou aube","Normale","Place","1949","74","1","Utilisation d'un casque ","Indemne","Domicile – travail","Autre collision"
200900027394,"A01",804410,"2009-10-27 18:10:00","PARIS 20","75120",48.8632,2.4001,"Cyclomoteur <50cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en X","1990","33","1","Utilisation d'un casque ","Indemne","Promenade – loisirs","Autre collision"
200900027397,"A01",804415,"2009-10-27 19:00:00","PARIS 12","75112",48.8352,2.4458,"Cyclomoteur <50cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1985","38","1","Utilisation d'un casque ","Indemne","Promenade – loisirs","Autre collision"
200900027406,"A01",804431,"2009-10-26 08:10:00","PARIS 11","75111",48.8584,2.3795,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en T","1967","56","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Autre collision"
200900027406,"B01",804430,"2009-10-26 08:10:00","PARIS 11","75111",48.8584,2.3795,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en T","1989","34","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Autre collision"
200900027409,"B01",804439,"2009-10-26 08:40:00","PARIS 20","75120",48.8632,2.4001,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Plein jour","Normale","Intersection en X","1968","55","1","Utilisation d'une ceinture de sécurité ","Indemne","Domicile – travail","Autre collision"
200900027413,"B01",804447,"2009-10-26 13:19:00","PARIS 05","75105",48.8448,2.3551,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Plein jour","Normale","Intersection en X","1985","38","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Autre collision"
200900027416,"A01",804453,"2009-10-26 14:00:00","PARIS 11","75111",48.8584,2.3795,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1975","48","1","Présence d'un casque - Utilisation non déterminable","Indemne","Domicile – travail","Autre collision"
200900027417,"B01",804455,"2009-10-26 15:55:00","PARIS 20","75120",48.8632,2.4001,"Tracteur routier + semi-remorque","En agglomération","Normale","Plein jour","Normale","Hors intersection","1963","60","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Indemne","Utilisation professionnelle","Autre collision"
200900027427,"A01",804475,"2009-10-28 11:00:00","PARIS 11","75111",48.8584,2.3795,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Plein jour","Normale","Hors intersection","1969","54","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Autre collision"
200900027428,"A01",804477,"2009-10-28 12:30:00","PARIS 15","75115",48.8412,2.3002,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1959","64","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Autre collision"
200900027435,"A01",804491,"2009-10-28 16:10:00","PARIS 03","75103",48.8637,2.359,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1990","33","1","Utilisation d'un casque ","Indemne","Promenade – loisirs","Autre collision"
200900027436,"A01",804492,"2009-10-28 16:55:00","PARIS 12","75112",48.8352,2.4458,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1984","39","1","Utilisation d'un casque ","Indemne","Promenade – loisirs","Autre collision"
200900027448,"C01",804518,"2009-10-29 09:21:00","PARIS 17","75117",48.8872,2.3075,"PL seul 3,5T <PTCA <= 7,5T","En agglomération","Normale","Plein jour","Normale","Intersection en Y","1972","51","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Indemne","Utilisation professionnelle","Autre collision"
200900027449,"A01",804520,"2009-10-29 09:45:00","PARIS 15","75115",48.8412,2.3002,"Cyclomoteur <50cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1984","39","1","Utilisation d'un casque ","Indemne","Promenade – loisirs","Autre collision"
200900027453,"A01",804525,"2009-10-29 09:48:00","PARIS 15","75115",48.8412,2.3002,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en T","1985","38","1","Utilisation d'une ceinture de sécurité ","Indemne","Domicile – travail","Autre collision"
200900027454,"A01",804528,"2009-10-29 11:47:00","PARIS 08","75108",48.8722,2.3124,"PL seul > 7,5T","En agglomération","Normale","Plein jour","Normale","Hors intersection","1965","58","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Indemne","Utilisation professionnelle","Autre collision"
200900027456,"A01",804532,"2009-10-29 13:30:00","PARIS 19","75119",48.8817,2.3834,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1985","38","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Autre collision"
